,marque,modele,mouvement,matiere_boitier,matiere_bracelet,annee_prod,etat,sexe,prix,reserve_de_marche,diametre,etencheite,matiere_lunette,matiere_verre,boucle,matiere_boucle,Date_recup,Complications,pays
138,ORIS,ARTELIER_DATE,AUTOMATIQUE,ACIER,CUIR,2023,NEUF,HOMME/UNISEXE,780.0,38,40,5.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,0,FRANCE
139,SEIKO,SCUBA,AUTOMATIQUE,ACIER,ACIER,2012,SATISFAISANT,HOMME/UNISEXE,385.0,41,42,20.0,ACIER,MINÉRAL,PLIS,ACIER,2024-04-16,2,FRANCE
140,TISSOT,PRX,QUARTZ,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,360.0,0,40,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-04-16,1,FRANCE
141,IWC,PILOT_CHRONOGRAPH,AUTOMATIQUE,TITANE,CAOUTCHOUC,2022,NEUF,HOMME/UNISEXE,8740.0,46,41,10.0,TITANE,SAPHIR,BOUCLE_ARDILLON,TITANE,2024-04-16,0,FRANCE
142,ROLEX,SUBMARINER_(NO,AUTOMATIQUE,ACIER,ACIER,2015,NEUF,HOMME/UNISEXE,9900.0,48,40,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-16,Non_renseignée,FRANCE
143,ROLEX,SUBMARINER_(NO,AUTOMATIQUE,ACIER,ACIER,2023,SATISFAISANT,HOMME/UNISEXE,11450.0,70,41,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-16,0,BELGIQUE
144,ROLEX,SUBMARINER_DATE,AUTOMATIQUE,ACIER,ACIER,2007,NEUF,HOMME/UNISEXE,16900.0,48,40,30.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,1,FRANCE
145,JAEGER_LECOULTRE,REVERSO_CLASSIQUE,MANUEL,ACIER,CUIR_AUTRUCHE,2010,NEUF,HOMME/UNISEXE,4500.0,45,23,3.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-04-16,0,FRANCE
146,SEIKO,PROSPEX,AUTOMATIQUE,ACIER,ACIER,2023,SATISFAISANT,HOMME/UNISEXE,550.0,70,42,20.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,1,FRANCE
147,ROLEX,SUBMARINER_(NO,AUTOMATIQUE,ACIER,ACIER,1999,NEUF,HOMME/UNISEXE,8300.0,48,40,30.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,0,FRANCE
148,ROLEX,YACHT-MASTER_II,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME/UNISEXE,18300.0,72,44,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-16,Non_renseignée,FRANCE
149,SEIKO,PROSPEX,AUTOMATIQUE,ACIER,CUIR,2023,NEUF,HOMME/UNISEXE,1900.0,45,37,10.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-04-16,1,FRANCE
150,SWATCH,MOONSWATCH,QUARTZ,CÉRAMIQUE,TEXTILE,2024,NEUF,HOMME/UNISEXE,300.0,0,42,3.0,CÉRAMIQUE,INCONNUE,PLIS,CÉRAMIQUE,2024-04-16,0,FRANCE
151,ROLEX,GMT-MASTER_II,AUTOMATIQUE,ACIER,ACIER,2011,NEUF,HOMME/UNISEXE,11990.0,48,40,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-16,2,FRANCE
152,GRAND_SEIKO,HERITAGE_COLLECTION,QUARTZ,TITANE,TITANE,2022,SATISFAISANT,HOMME/UNISEXE,2000.0,0,37,10.0,TITANE,SAPHIR,PLIS,TITANE,2024-04-16,1,FRANCE
153,AUDEMARS_PIGUET,ROYAL_OAK,AUTOMATIQUE,OR_ROSE,INCONNUE,2022,NEUF,HOMME/UNISEXE,99500.0,40,39,5.0,INDETERMINE,SAPHIR,PLIS,OR_ROSE,2024-04-16,1,FRANCE
154,SWATCH,MOONSWATCH,QUARTZ,CÉRAMIQUE,TEXTILE,2023,NEUF,HOMME/UNISEXE,550.0,0,42,3.0,CÉRAMIQUE,INCONNUE,PLIS,CÉRAMIQUE,2024-04-16,0,FRANCE
155,CARTIER,SANTOS,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,8490.0,40,40,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,1,FRANCE
156,BREITLING,NAVITIMER,MANUEL,ACIER,CUIR,1966,NEUF,HOMME/UNISEXE,5500.0,70,41,0.0,ACIER,INCONNUE,BOUCLE_ARDILLON,ACIER,2024-04-16,1,FRANCE
157,ROLEX,GMT-MASTER_II,AUTOMATIQUE,ACIER,ACIER,2020,NEUF,HOMME/UNISEXE,15990.0,70,40,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-16,1,FRANCE
158,ROLEX,SUBMARINER_DATE,AUTOMATIQUE,ACIER,ACIER,2021,NEUF,HOMME/UNISEXE,13800.0,70,41,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-16,Non_renseignée,FRANCE
159,TUDOR,BLACK_BAY,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME/UNISEXE,3250.0,70,39,20.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,0,FRANCE
160,OMEGA,SPEEDMASTER_PROFESSIONAL,MANUEL,ACIER,ACIER,2019,NEUF,HOMME/UNISEXE,14750.0,50,42,5.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-04-16,1,FRANCE
161,TUDOR,BLACK_BAY,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME/UNISEXE,3350.0,70,39,20.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,0,FRANCE
163,AUDEMARS_PIGUET,ROYAL_OAK,AUTOMATIQUE,ACIER,ACIER,2016,NEUF,HOMME/UNISEXE,44000.0,40,41,5.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,2,FRANCE
164,ROLEX,DATEJUST_41,AUTOMATIQUE,ACIER,ACIER,2018,NEUF,HOMME/UNISEXE,11331.0,70,41,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,1,ÉTATS-UNIS
166,JAEGER_LECOULTRE,MASTER_ULTRA,AUTOMATIQUE,OR_ROSE,INCONNUE,2012,NEUF,HOMME/UNISEXE,15500.0,43,39,5.0,INDETERMINE,SAPHIR,BOUCLE_ARDILLON,OR_ROSE,2024-04-16,2,FRANCE
167,OMEGA,GLOBEMASTER,AUTOMATIQUE,ACIER,CUIR,2018,NEUF,HOMME/UNISEXE,4900.0,60,39,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,1,FRANCE
168,ROLEX,MILGAUSS,AUTOMATIQUE,ACIER,ACIER,2017,NEUF,HOMME/UNISEXE,12450.0,48,40,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-04-16,0,FRANCE
169,CARTIER,SANTOS_DUMONT,MANUEL,OR_ACIER,INCONNUE,2022,NEUF,HOMME/UNISEXE,7490.0,36,47,3.0,INDETERMINE,SAPHIR,BOUCLE_ARDILLON,OR_ROSE,2024-04-16,0,FRANCE
171,OMEGA,SEAMASTER_AQUA,AUTOMATIQUE,ACIER,ACIER,2013,NEUF,HOMME/UNISEXE,3950.0,55,38,15.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,0,FRANCE
172,ROLEX,SEA-DWELLER,AUTOMATIQUE,ACIER,ACIER,1983,NEUF,HOMME/UNISEXE,19950.0,48,40,60.0,ACIER,INCONNUE,PLIS,ACIER,2024-04-16,1,FRANCE
173,OMEGA,SEAMASTER_DIVER,AUTOMATIQUE,ACIER,ACIER,2015,NEUF,HOMME/UNISEXE,3950.0,48,41,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-16,1,FRANCE
174,ROLEX,GMT-MASTER_II,AUTOMATIQUE,ACIER,ACIER,2020,NEUF,HOMME/UNISEXE,16390.0,70,40,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-16,1,FRANCE
175,TUDOR,PELAGOS,AUTOMATIQUE,TITANE,TITANE,2023,NEUF,HOMME/UNISEXE,3900.0,70,39,20.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-16,0,FRANCE
176,SEIKO,PROSPEX,AUTOMATIQUE,ACIER,ACIER,2021,SATISFAISANT,HOMME/UNISEXE,790.0,70,41,20.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,1,FRANCE
177,OMEGA,SPEEDMASTER_PROFESSIONAL,MANUEL,ACIER,ACIER,1989,NEUF,HOMME/UNISEXE,7900.0,48,42,3.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,1,FRANCE
178,BLANCPAIN,FIFTY_FATHOMS,AUTOMATIQUE,ACIER,TEXTILE,2007,SATISFAISANT,HOMME/UNISEXE,10900.0,120,45,30.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-04-16,1,FRANCE
179,SWATCH,MOONSWATCH,QUARTZ,CÉRAMIQUE,TEXTILE,2024,NEUF,HOMME/UNISEXE,560.0,0,42,3.0,CÉRAMIQUE,INCONNUE,PLIS,CÉRAMIQUE,2024-04-16,0,FRANCE
180,SEIKO,5_SPORTS,AUTOMATIQUE,ACIER,TEXTILE,,SATISFAISANT,HOMME/UNISEXE,187.0,41,40,10.0,ACIER,MINÉRAL,BOUCLE_ARDILLON,ACIER,2024-04-16,1,FRANCE
181,PANERAI,LUMINOR_1950,AUTOMATIQUE,ACIER,CUIR,2022,NEUF,HOMME/UNISEXE,7400.0,72,42,10.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-04-16,2,FRANCE
182,SEIKO,5,AUTOMATIQUE,ACIER,ACIER,2007,NEUF,HOMME/UNISEXE,320.0,40,36,3.0,ACIER,MINÉRAL,PLIS,ACIER,2024-04-16,2,FRANCE
183,SEIKO,PRESAGE,AUTOMATIQUE,ACIER,CUIR,2022,NEUF,HOMME/UNISEXE,330.0,41,39,5.0,ACIER,MINÉRAL,PLIS,ACIER,2024-04-16,1,FRANCE
184,SEIKO,SCUBA,AUTOMATIQUE,ACIER,ACIER,,NEUF,HOMME/UNISEXE,435.0,41,38,20.0,ACIER,MINÉRAL,PLIS,ACIER,2024-04-16,1,FRANCE
185,SWATCH,SCUBA_FIFTY,AUTOMATIQUE,PLASTIQUE,TEXTILE,2023,NEUF,HOMME/UNISEXE,480.0,90,42,9.0,CÉRAMIQUE,MINÉRAL,BOUCLE_ARDILLON,CÉRAMIQUE,2024-04-16,0,FRANCE
186,OMEGA,SPEEDMASTER_PROFESSIONAL,MANUEL,ACIER,TEXTILE,2018,NEUF,HOMME/UNISEXE,13500.0,48,42,5.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-04-16,1,FRANCE
187,ROLEX,EXPLORER,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,8990.0,70,40,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,Non_renseignée,FRANCE
188,SEIKO,5,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,249.0,40,42,5.0,ACIER,MINÉRAL,PLIS,ACIER,2024-04-16,2,FRANCE
189,ROLEX,SUBMARINER_DATE,AUTOMATIQUE,ACIER,ACIER,2011,NEUF,HOMME/UNISEXE,13220.0,48,40,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-16,1,FRANCE
190,VACHERON_CONSTANTIN,OVERSEAS_CHRONOGRAPH,AUTOMATIQUE,ACIER,CAOUTCHOUC,2014,NEUF,HOMME/UNISEXE,20900.0,40,42,15.0,TITANE,SAPHIR,PLIS,TITANE,2024-04-16,2,FRANCE
191,ROLEX,SUBMARINER_DATE,AUTOMATIQUE,ACIER,ACIER,2015,NEUF,HOMME/UNISEXE,18900.0,48,40,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-16,1,FRANCE
192,IWC,PORTUGUESE_CHRONOGRAPH,AUTOMATIQUE,ACIER,CUIR,2011,NEUF,HOMME/UNISEXE,5500.0,44,41,3.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-04-16,1,FRANCE
194,OMEGA,SPEEDMASTER_PROFESSIONAL,MANUEL,ACIER,ACIER,1999,NEUF,HOMME/UNISEXE,4650.0,48,42,5.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,1,FRANCE
197,ROLEX,MILGAUSS,AUTOMATIQUE,ACIER,ACIER,2018,NEUF,HOMME/UNISEXE,9900.0,48,40,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,0,FRANCE
198,LONGINES,LEGEND_DIVER,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,2250.0,38,42,30.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,1,FRANCE
199,SWATCH,MOONSWATCH,QUARTZ,CÉRAMIQUE,TEXTILE,2023,NEUF,HOMME/UNISEXE,570.0,0,42,3.0,CÉRAMIQUE,INCONNUE,PLIS,CÉRAMIQUE,2024-04-16,0,FRANCE
200,PANERAI,LUMINOR_MARINA,AUTOMATIQUE,ACIER,INCONNUE,2022,NEUF,HOMME/UNISEXE,5290.0,72,40,10.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-04-16,0,FRANCE
201,OMEGA,SPEEDMASTER_PROFESSIONAL,MANUEL,ACIER,ACIER,2022,NEUF,HOMME/UNISEXE,7600.0,50,42,5.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,1,FRANCE
202,SEIKO,PROSPEX,AUTOMATIQUE,ACIER,SILICONE,2022,NEUF,HOMME/UNISEXE,725.0,70,41,20.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-04-16,1,FRANCE
204,BREITLING,OLD_NAVITIMER,AUTOMATIQUE,OR_ACIER,CUIR,2000,SATISFAISANT,HOMME/UNISEXE,3000.0,42,41,3.0,INDETERMINE,SAPHIR,BOUCLE_ARDILLON,OR_JAUNE,2024-04-16,2,FRANCE
205,ROLEX,DAYTONA,AUTOMATIQUE,OR_ACIER,OR_ACIER,2015,NEUF,HOMME/UNISEXE,19280.0,72,40,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-04-16,1,FRANCE
206,ROLEX,SEA-DWELLER_4000,AUTOMATIQUE,ACIER,ACIER,1993,NEUF,HOMME/UNISEXE,10500.0,48,40,0.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,1,FRANCE
207,TUDOR,BLACK_BAY,AUTOMATIQUE,ACIER,ACIER,2018,NEUF,HOMME/UNISEXE,2950.0,70,39,20.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,0,FRANCE
208,ROLEX,SUBMARINER_DATE,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME/UNISEXE,16900.0,48,41,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-16,Non_renseignée,FRANCE
209,TUDOR,RANGER,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,2400.0,70,39,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,0,FRANCE
210,SEIKO,5_SPORTS,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,190.0,41,40,10.0,ACIER,MINÉRAL,PLIS,ACIER,2024-04-16,2,FRANCE
211,TISSOT,PRX_POWERMATIC,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,590.0,80,35,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-04-16,1,FRANCE
212,ROLEX,EXPLORER,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,9500.0,70,40,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,0,FRANCE
213,ROLEX,GMT-MASTER_II,AUTOMATIQUE,ACIER,ACIER,2011,NEUF,HOMME/UNISEXE,12900.0,48,40,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-16,2,FRANCE
214,TUDOR,BLACK_BAY,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME/UNISEXE,2770.0,70,41,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-04-16,2,FRANCE
215,ROLEX,YACHT-MASTER_40,AUTOMATIQUE,OR_JAUNE,INCONNUE,2005,NEUF,HOMME/UNISEXE,24900.0,48,40,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-04-16,1,FRANCE
217,NOMOS,LUDWIG,MANUEL,ACIER,CUIR,2020,NEUF,HOMME/UNISEXE,1700.0,43,35,3.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-04-16,3,FRANCE
218,TUDOR,BLACK_BAY,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,3350.0,70,39,20.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,0,FRANCE
219,TISSOT,PRX_POWERMATIC,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,1290.0,80,40,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-04-16,1,FRANCE
221,OMEGA,SEAMASTER_DIVER,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME/UNISEXE,5340.0,55,42,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-16,1,FRANCE
222,ROLEX,DATEJUST_36,AUTOMATIQUE,ACIER,ACIER,1973,NEUF,HOMME/UNISEXE,5700.0,40,36,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,1,FRANCE
223,ROLEX,SUBMARINER_DATE,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME/UNISEXE,14900.0,70,41,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-16,Non_renseignée,FRANCE
224,OMEGA,SEAMASTER_PLANET,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME/UNISEXE,5450.0,60,44,60.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-16,1,FRANCE
225,ROLEX,AIR_KING,AUTOMATIQUE,ACIER,INCONNUE,1962,NEUF,HOMME/UNISEXE,3600.0,40,34,10.0,ACIER,INCONNUE,BOUCLE_ARDILLON,ACIER,2024-04-16,Non_renseignée,FRANCE
226,BLANCPAIN,FIFTY_FATHOMS,AUTOMATIQUE,ACIER,TEXTILE,2011,NEUF,HOMME/UNISEXE,15990.0,40,45,30.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,4,FRANCE
227,BREITLING,CHRONOMAT_GMT,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,4000.0,42,40,20.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,2,FRANCE
228,TUDOR,PELAGOS,AUTOMATIQUE,TITANE,TEXTILE,2022,NEUF,HOMME/UNISEXE,4550.0,70,42,20.0,CÉRAMIQUE,SAPHIR,BOUCLE_ARDILLON,CÉRAMIQUE,2024-04-16,0,FRANCE
229,OMEGA,SPEEDMASTER_DAY,AUTOMATIQUE,ACIER,ACIER,1998,NEUF,HOMME/UNISEXE,2720.0,44,39,3.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,5,FRANCE
231,PATEK_PHILIPPE,NAUTILUS,AUTOMATIQUE,ACIER,ACIER,1976,NEUF,HOMME/UNISEXE,145000.0,55,42,10.0,INDETERMINE,SAPHIR,PLIS,OR_JAUNE,2024-04-16,0,FRANCE
233,ROLEX,OYSTERDATE_PRECISION,MANUEL,ACIER,ACIER,1981,NEUF,HOMME/UNISEXE,3990.0,40,34,0.0,ACIER,INCONNUE,PLIS,ACIER,2024-04-16,1,FRANCE
235,SEIKO,5,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,215.0,40,42,5.0,ACIER,MINÉRAL,PLIS,ACIER,2024-04-16,2,FRANCE
236,SWATCH,MOONSWATCH,QUARTZ,CÉRAMIQUE,TEXTILE,2024,NEUF,HOMME/UNISEXE,600.0,0,42,3.0,CÉRAMIQUE,INCONNUE,PLIS,CÉRAMIQUE,2024-04-16,0,FRANCE
237,ROLEX,EXPLORER_II,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,10750.0,70,42,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,2,FRANCE
239,ROLEX,DAYTONA,AUTOMATIQUE,ACIER,ACIER,2017,NEUF,HOMME/UNISEXE,27000.0,72,40,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-16,1,FRANCE
240,SWATCH,MOONSWATCH,QUARTZ,CÉRAMIQUE,TEXTILE,2022,NEUF,HOMME/UNISEXE,350.0,0,42,3.0,CÉRAMIQUE,INCONNUE,PLIS,CÉRAMIQUE,2024-04-16,0,FRANCE
241,ROLEX,GMT-MASTER_II,AUTOMATIQUE,ACIER,ACIER,2014,NEUF,HOMME/UNISEXE,14200.0,48,40,10.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-16,2,FRANCE
242,ORIENT,MAKO,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME/UNISEXE,150.0,40,42,20.0,ACIER,MINÉRAL,PLIS,ACIER,2024-04-16,2,FRANCE
243,BREITLING,TOP_TIME,AUTOMATIQUE,ACIER,CUIR,2022,NEUF,HOMME/UNISEXE,5000.0,48,41,3.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-16,1,FRANCE
244,BULGARI,OCTO,AUTOMATIQUE,TITANE,TITANE,2022,NEUF,HOMME/UNISEXE,33900.0,55,40,3.0,TITANE,SAPHIR,DOUBLE_PLIS,TITANE,2024-04-16,1,FRANCE
245,ROLEX,SUBMARINER_(NO,AUTOMATIQUE,ACIER,ACIER,2010,NEUF,HOMME/UNISEXE,9650.0,48,40,30.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-16,0,FRANCE
247,TUDOR,RANGER,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME/UNISEXE,2400.0,70,39,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,0,FRANCE
248,TISSOT,PRX,QUARTZ,ACIER,ACIER,2021,NEUF,HOMME/UNISEXE,300.0,0,40,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,1,FRANCE
249,TUDOR,BLACK_BAY,AUTOMATIQUE,CÉRAMIQUE,CUIR,2021,NEUF,HOMME/UNISEXE,3950.0,70,41,20.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-17,0,FRANCE
250,ROLEX,DATEJUST_36,AUTOMATIQUE,ACIER,ACIER,1978,SATISFAISANT,HOMME/UNISEXE,4900.0,42,36,10.0,INDETERMINE,SAPHIR,PLIS,OR_BLANC,2024-04-17,1,FRANCE
251,TAG_HEUER,AQUARACER_300M,AUTOMATIQUE,ACIER,ACIER,2017,NEUF,HOMME/UNISEXE,1000.0,38,43,30.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,1,FRANCE
252,SEIKO,ALPINIST,AUTOMATIQUE,ACIER,ACIER,2021,NEUF,HOMME/UNISEXE,1690.0,70,38,20.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,1,FRANCE
253,ROLEX,DATEJUST_36,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME/UNISEXE,12500.0,70,36,10.0,INDETERMINE,SAPHIR,PLIS,OR_BLANC,2024-04-17,1,FRANCE
254,SWATCH,MOONSWATCH,QUARTZ,CÉRAMIQUE,TEXTILE,2022,NEUF,HOMME/UNISEXE,305.0,0,42,3.0,CÉRAMIQUE,INCONNUE,PLIS,CÉRAMIQUE,2024-04-17,0,FRANCE
256,SEIKO,5_SPORTS,AUTOMATIQUE,ACIER,ACIER,2022,NEUF,HOMME/UNISEXE,610.0,41,43,10.0,ACIER,MINÉRAL,PLIS,ACIER,2024-04-17,0,FRANCE
257,SEIKO,PROSPEX,AUTOMATIQUE,ACIER,ACIER,2020,NEUF,HOMME/UNISEXE,990.0,70,41,20.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,1,FRANCE
258,OMEGA,SEAMASTER,AUTOMATIQUE,ACIER,ACIER,1970,SATISFAISANT,HOMME/UNISEXE,480.0,42,39,0.0,ACIER,INCONNUE,PLIS,ACIER,2024-04-17,1,FRANCE
259,ROLEX,YACHT-MASTER_40,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,15450.0,70,40,10.0,PLATINE,SAPHIR,PLIS,PLATINE,2024-04-17,1,FRANCE
261,ROLEX,DAYTONA,AUTOMATIQUE,ACIER,ACIER,2014,NEUF,HOMME/UNISEXE,24166.0,72,40,10.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,1,ÉTATS-UNIS
262,ORIENT,BAMBINO,AUTOMATIQUE,ACIER,CUIR,2022,NEUF,HOMME/UNISEXE,195.0,40,38,3.0,ACIER,MINÉRAL,BOUCLE_ARDILLON,ACIER,2024-04-17,1,BELGIQUE
263,ROLEX,SEA-DWELLER_DEEPSEA,AUTOMATIQUE,ACIER,ACIER,2012,NEUF,HOMME/UNISEXE,11700.0,48,44,0.0,CÉRAMIQUE,SAPHIR,PLIS,CÉRAMIQUE,2024-04-17,1,FRANCE
264,SEIKO,SCUBA,AUTOMATIQUE,ACIER,ACIER,2020,SATISFAISANT,HOMME/UNISEXE,500.0,41,38,20.0,ACIER,MINÉRAL,PLIS,ACIER,2024-04-17,1,FRANCE
265,ORIENT,STAR,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,107.0,42,37,10.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-04-17,0,BELGIQUE
266,SEIKO,5_SPORTS,AUTOMATIQUE,ACIER,ACIER,2020,SATISFAISANT,HOMME/UNISEXE,175.0,41,40,10.0,ACIER,MINÉRAL,PLIS,ACIER,2024-04-17,1,FRANCE
267,BREITLING,CHRONOMAT,AUTOMATIQUE,OR_ACIER,CAOUTCHOUC,1990,SATISFAISANT,HOMME/UNISEXE,1800.0,42,39,10.0,OR_ACIER,SAPHIR,BOUCLE_ARDILLON,OR_ACIER,2024-04-17,2,FRANCE
269,AUDEMARS_PIGUET,ROYAL_OAK,AUTOMATIQUE,ACIER,ACIER,2015,NEUF,HOMME/UNISEXE,65000.0,40,39,5.0,ACIER,SAPHIR,DOUBLE_PLIS,ACIER,2024-04-17,1,BELGIQUE
270,BREITLING,NAVITIMER,AUTOMATIQUE,ACIER,INCONNUE,2022,NEUF,HOMME/UNISEXE,3190.0,38,38,3.0,ACIER,SAPHIR,BOUCLE_ARDILLON,ACIER,2024-04-17,1,FRANCE
272,TUDOR,BLACK_BAY,AUTOMATIQUE,ACIER,ACIER,2023,NEUF,HOMME/UNISEXE,2900.0,70,36,15.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,0,FRANCE
273,OMEGA,SEAMASTER_RAILMASTER,AUTOMATIQUE,ACIER,ACIER,2005,NEUF,HOMME/UNISEXE,2650.0,55,39,15.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,0,FRANCE
274,AUDEMARS_PIGUET,ROYAL_OAK,AUTOMATIQUE,ACIER,ACIER,1976,NEUF,HOMME/UNISEXE,92000.0,40,39,5.0,ACIER,SAPHIR,PLIS,ACIER,2024-04-17,1,FRANCE
